num_episode,loss,td_error,reward_avg
1,393.37449113210045,3.173407892783483,-6.0
2,378.98916074554126,2.6152147646745045,-5.96
3,244.26673516432444,2.497027512987455,-7.326666666666667
4,420.0760030976931,3.2936539045969644,-7.0
5,225.19912580808003,2.5478740324576696,-7.8966666666666665
6,201.1273843371868,2.4226458199818928,-7.083333333333333
7,129.5512232116506,2.447814248030699,-10.183544303797468
8,35.50180695089353,1.1764292781855785,-7.843537414965986
9,207.2248959638675,2.8119371525446573,-7.633333333333334
10,146.56592213213443,2.318083169857661,-3.986666666666667
11,14.01939124933311,1.033441043325833,-2.9732142857142856
12,126.98786584527483,2.4019071441389914,-9.713656387665198
13,117.82335771620274,2.238000585635503,-6.773333333333333
14,71.61659119082886,1.8693992402947064,-3.5679611650485437
15,82.06601865490278,2.1225359710057576,-7.573333333333333
16,101.9640554088354,2.237344857851664,-9.67
17,96.28845141251882,2.45444339632988,-7.096666666666667
18,42.883198202053705,1.5269316339492798,-7.65
19,65.19783845741082,1.7730159373844372,-2.926470588235294
20,21.927515886654362,1.3626613538955974,-2.97196261682243
21,53.42062576738271,1.4902319723909552,-3.118181818181818
22,26.084249959272498,1.4507362642208068,-3.176470588235294
23,49.22406942327068,1.959392468884306,-3.0377358490566038
24,86.45190403258154,2.1502816483031872,-3.193798449612403
25,35.906387170155845,1.6169772179921469,-7.426666666666667
26,40.413445678551994,1.587502097884814,-8.443333333333333
27,67.2314501607418,2.1788035317262016,-7.27
28,25.88057909078068,1.5166305877544262,-3.0833333333333335
29,79.87424292564393,1.8385505136989413,-2.9714285714285715
30,36.73361303247847,1.6988484209722228,-3.135135135135135
31,37.27841879279764,1.8883851691409275,-3.324324324324324
32,37.00563673688731,2.1032597307765157,-3.0275229357798166
33,70.57913776140401,1.9990634363476594,-2.99009900990099
34,53.548819984053516,2.101622468167609,-7.285714285714286
35,31.041814138491947,1.6996239429595423,-2.9411764705882355
36,20.059694802667213,1.6318469831323998,-8.31496062992126
37,22.370337951896538,1.602929921231718,-3.4017094017094016
38,45.20960277779061,1.998975834511874,-6.684210526315789
39,103.66376465161642,3.0568585125605265,-7.096666666666667
40,69.17333639396561,2.5919295453362996,-3.8833333333333333
41,129.72296635904712,3.248166843802629,-7.359281437125748
42,20.521021094587113,1.7060228652424283,-3.009259259259259
43,65.6284068787098,2.310169765551885,-5.7
44,174.11992445705445,3.4921365356820773,-3.5196850393700787
45,98.70416185346622,3.2568020241931803,-3.0194174757281553
46,136.25246044900268,3.340151622891426,-3.3046875
47,101.69138805468877,3.0762431534131367,-6.933333333333334
48,238.68325725396474,4.242104255358378,-6.286666666666667
49,68.40497118353844,2.390687546332677,-4.573333333333333
50,72.92050185362498,2.627113313674927,-6.266666666666667
51,17.715053801619728,1.6926852135464203,-3.7790697674418605
52,83.34460378828503,2.9726879547039666,-3.369047619047619
53,87.73991724332174,2.772034420569738,-6.776666666666666
54,129.19104445179303,3.549351207415263,-4.736666666666666
55,50.287847593625386,2.390640993913015,-3.82
56,36.82579350279224,2.1275630949005,-3.193548387096774
57,49.64140080134074,2.543254605134328,-7.653333333333333
58,58.957193904316306,2.8330285315661086,-7.257731958762887
59,110.96892746424271,3.541246034331241,-3.194915254237288
60,140.7298297250271,3.5906425499916077,-4.31
61,140.72878122727076,3.4664780938625337,-6.596666666666667
62,54.99194802284241,2.531964646577835,-6.68
63,9.326240718364716,1.6776449244755964,-3.048076923076923
64,67.9590000529443,2.8485920179274773,-2.9919354838709675
65,54.88784354448318,2.249075625340144,-4.466666666666667
66,109.07894958038719,3.735483935901097,-3.0
67,107.095835850789,3.1192318544938016,-2.951923076923077
68,65.17724011341731,3.033840588547967,-3.196969696969697
69,153.49659149319518,3.341919927036061,-2.9705882352941178
70,102.49411222051009,3.2276511993187276,-3.5444015444015444
71,17.653093933248197,1.9717287814536062,-3.0952380952380953
72,25.896511554718018,2.0579998461263522,-3.044642857142857
73,105.11446621735891,3.3362410187721254,-4.283333333333333
