num_episode,loss,td_error,reward_avg
1,22.12556685864086,3.234419973803238,-7.943661971830986
2,10.727182216048242,1.1347196586926778,-7.0
3,8.035304221113522,0.7374722202618916,-4.766666666666667
4,7.8557286657392975,0.8253290284673372,-5.62
5,3.108867735788226,0.5991935292879741,-3.3966666666666665
6,2.2324132763842743,0.5712461872895559,-5.796666666666667
7,0.8830130452166001,0.5127435151735942,-3.8766666666666665
8,0.9948706672447069,0.4873668793269566,-3.8114285714285714
9,6.4701822645093765,0.7290009486894666,-2.914110429447853
10,12.63364379816959,1.1571465249984496,-3.5161290322580645
11,5.429668529125733,0.9382169866949562,-3.430894308943089
12,8.060942056079705,0.9218786231676738,-4.036666666666667
13,11.400941129380126,1.105021443793444,-3.097560975609756
14,19.46247399887487,1.2181650720425505,-3.4776119402985075
15,13.444620067331972,1.0499871318079845,-5.512605042016807
16,11.985218299973395,1.1237420012873989,-3.3741935483870966
17,25.910685057950836,1.5125759422269642,-3.3846153846153846
18,34.5211682735749,1.5357981819026876,-3.1037735849056602
19,29.234545092801657,1.6516933295191552,-4.993197278911564
20,51.481809090951394,2.0325005144394677,-8.995689655172415
21,26.571972651422517,1.4878740857455357,-3.7355371900826446
22,8.418158347033105,1.0941863251182269,-3.6037735849056602
23,30.72752914615607,1.6663948974366916,-3.347457627118644
24,34.765692777135996,1.6981061436597584,-2.9514563106796117
25,19.90820054550773,1.1118915179400768,-5.524271844660194
26,8.097038799689876,1.0452994726322316,-2.9537037037037037
27,47.036776134314444,1.8712883391059363,-3.0096153846153846
28,33.53953962893713,1.7028673120907374,-3.295238095238095
29,39.590600021680196,1.8734203474862234,-3.2476190476190476
30,48.632484302078325,2.4203481723352804,-6.391752577319588
31,33.32108321900551,1.5060645777445574,-3.2596153846153846
32,27.923341629155185,1.6693690949623738,-5.110091743119266
33,24.88375108582633,1.3523415565490722,-2.9904761904761905
34,31.14764004315787,1.8235199761584522,-3.569105691056911
35,43.78591941252793,2.0710167507133863,-6.178217821782178
