num_episode,loss,td_error,reward_avg
1,2704.6721347784996,5.38544635216395,-5.366666666666666
2,1612.7841439493498,4.28848645289739,-7.0
3,1840.6193364818891,5.156030690272649,-7.0
4,1895.9303446702197,5.479378427024436,-11.035398230088495
5,1714.2688564840953,5.633916973272959,-8.026666666666667
6,1339.8697331715998,4.917584592075439,-12.832535885167465
7,970.386245195071,4.5785966924826305,-4.79
8,976.0211120200961,4.185239911079407,-12.848314606741573
9,1341.2943804804484,4.99044569849968,-7.066666666666666
10,1735.8786805788675,5.708595391909282,-6.513333333333334
11,993.3325370136897,4.956971567471822,-7.053333333333334
12,2385.0649891328812,7.949045672019323,-6.0
13,1210.841614704132,5.12742641210556,-7.773333333333333
14,1068.8652311150233,5.018617969751358,-6.95
15,704.7267911760013,4.914507232109705,-6.153333333333333
16,1047.0921425819397,5.494036233027776,-7.22
17,768.8339148406983,4.665029230117798,-14.104
18,672.908019721508,4.239075517654419,-7.206666666666667
19,275.6888150774199,3.749204087257385,-14.993103448275862
20,1031.7684658158328,4.929201249418588,-0.7701149425287356
21,1062.6861299228667,5.563767329454422,-8.356666666666667
22,1195.704355624517,6.627951636314392,-6.116666666666666
23,857.9330736176173,5.174681372642517,-6.416666666666667
24,399.0845229493247,3.7375103938910694,-11.784722222222221
25,756.187370048379,4.038836200282259,5.509433962264151
26,771.2901253414154,5.362241891622543,-4.8
27,958.4964771072069,5.020538578033447,-5.53
28,783.0791451833686,5.80636321099437,0.2755102040816326
29,1038.2590544462205,6.122358965873718,-7.0
30,483.12278779699835,4.052057900760747,1.7531645569620253
31,630.4679991141955,4.928403963247935,-7.0
32,600.5743130842844,4.588087384700775,-8.503333333333334
33,427.81228579123814,4.356554652849833,-7.403333333333333
34,413.5847743757566,4.226932981014252,-7.673333333333333
35,374.19668930768967,3.9949566860993704,4.2
36,454.1408289615239,4.974365248858372,5.317757009345795
37,162.60466438198682,3.818873925979093,-10.84472049689441
38,520.4708330663045,4.600766662756602,-5.736666666666666
39,456.5873230754739,5.2559228934864,5.96039603960396
40,342.43021926139164,4.308599948883057,5.737864077669903
41,522.1547163820267,4.748900565306346,-7.36
42,190.65676679372788,3.436966611544291,-7.0
43,253.356572543491,4.194069815765728,-12.086363636363636
44,270.78866064761365,4.300221893404212,4.875
45,745.6675444952647,5.6095848977565765,-6.876666666666667
46,151.95727030970468,5.05770072516273,-12.638655462184873
47,978.1445975557963,6.717457930246989,-4.3566666666666665
48,1082.7948082145056,6.863798092603684,-9.613333333333333
49,1004.5209695568271,6.284298896789551,-8.681372549019608
50,759.5097774481674,5.793907671792737,-9.154811715481172
51,953.8630883873634,6.032822372778407,5.509433962264151
52,656.5908418242136,5.924212832053502,-4.996666666666667
53,188.07720553296284,3.61957316259736,-14.262135922330097
54,1627.8992395925522,8.742355728944142,-5.66
55,981.2630835157452,7.3642161887904205,-7.410774410774411
56,851.9306835326079,6.5610740942375685,-10.700934579439252
